Id,OwnerUserId,CreationDate,ParentId,Score,Body
20962,856.0,2008-08-21T19:52:34Z,20910,2,"I think Silverlight and XAML is preferable to ActionScript, and though I'm not familiar with ActionScript IDE's, I am familiar with VS2008 and Expression Web/Blend, and they are very good development environments and getting better all the time.  I would go with Silverlight, and I think the key to getting users to install the plug-in is to have a good plug-in detect page that explains what SL is and why they need it.  For an example of this, go to http://memorabilia.hardrock.com/ and try it with your SL plug-in disabled."
20985,2351.0,2008-08-21T19:58:15Z,20910,3,"As Kibbee hinted at above, the argument of leveraging existing .Net developers doesn't hold much water.  It is impossible to be an expert in all facets of .Net development.  The platform is just too big.  The same goes for Java.  The only thing Silverlight has going for it from a skills perspective is that you can code in your favorite .Net language.  That advantage is fairly small if you are already doing any significant web development that utilizes JavaScript since Action script is a variation.  So really to convert a programmer to either Flex or Silverlight is all about learning the platform's API."
20995,580.0,2008-08-21T20:00:19Z,20910,22,"I think Silverlight is most advantageous for companies that have .NET developers but noone with designer experience. Skill sets will be easier to find as far as finding C# or VB developers vs finding ActionScript guru's.  However there is the trade off: Design experience is an investment not only in Designers with artistic skill, but also in the knowledge and tools provided by Adobe.  You can nearly guarantee that a professional designer uses a mac and has experience with Adobe tools. Right now the Silverlight designer tools are half baked and can be a headache.  For instance Blend errors when trying to render any xaml containing an IValueConverter, this is problematic.  I have no idea what the Adobe developer experience is, I'm sure it is as hairy. So at this stage of the game it comes down to human resources: If you have .NET experience and little invested in Design skills go Silverlight. Programming skills/tools will be transferable.
If you have Design experience and skill set go with Flex.  Designer skills/tools will be transferable. Either way both client platforms require communication with services to get data, so you will always leverage your existing programing expertise on the back end. Paraphrased Jon's opinion from a different point of view: I think you should look at Flex as a long-term play, just as Adobe seems to be doing. There's an obvious balance on when to use Silverlight vs. Flex when you're concerned about reach and install base, but here are more reasons Flex is a good direction to move in: Second mover advantage - Just as
Adobe built a ""better Java Applet""
with Flash, they're able to look at
how you'd design a runtime from
scratch, today. They have the
advantage of knowing how people use
the web today, something the
inventors of existing client
platforms could never have
accurately guessed. .NET can add
features, but they can't
realistically chuck the platform and
start over. Designer familiarity - While
Flex/AIR is a new programing model,
it's not entirely unfamiliar to
designers. They'll ""get"" the way
Flex works a lot more quickly than
they'll understand firing up a new
design environment with new feature
poor tools and new animation
paradigms. Being rid of the RGB color model in
Silverlight- .NET was originally
built for windows and it is at the
core of how it works. Flex ditched a
long time ago for an design-centric
model. All your tools run on your mac. Nuff
said. Cool features - Silverlight still
has some catching up to do with
Flash on some obvious features (like
webcam / mic integration, or 3d /
graphics acceleration)."
21019,714.0,2008-08-21T20:04:09Z,20420,5,"Xcode has refactoring for C and Objective-C built in.  Just select what you'd like to refactor, choose ""Refactor..."" from either the menu bar or the contextual menu, and you'll get a window including the available refactorings and a preview area. Xcode doesn't currently have a public plug-in API; if there are specific types of plug-ins you'd like Apple to enable, file enhancement requests in the Bug Reporter .  That way Apple can count and track such requests. However, there are third-party tools like Accessorizer and mogenerator (the latest release is mogenerator 1.10 ) that you can use to make various development tasks faster.  Accessorizer helps you create accessor methods for your classes, while mogenerator does more advanced code generation for Core Data managed object classes that are modeled using Xcode's modeling tools."
21035,5.0,2008-08-21T20:11:17Z,20910,52,"I think you should look at Silverlight as a long-term play, just as Microsoft seems to be doing. There's an obvious balance on when to use Silverlight vs. Flash when you're concerned about reach and install base, but here are some reasons Silverlight is a good direction to move in: Second mover advantage - Just as Microsoft built a ""better Java"" with .NET, they're able to look at how you'd design a RIA plugin from scratch, today. They have the advantage of knowing how people use the web today, something the inventors of Flash could never have accurately guessed. Flash can add features, but they can't realistically chuck the platform and start over. Developer familiarity - While Silverlight is a new model, it's not entirely unfamiliar to developers. They'll ""get"" the way Silverlight works a lot more quickly than they'll understand firing up a new development environment with a new scripting language and new event paradigms. Being rid of the timeline model in Flash - Flash was originally built for keyframe based animations, and while there are ways to abstract this away, it's at the core of how Flash works. Silverlight ditches that for an application-centric model. ScottGu - ScottGu is fired up about Silverlight. Nuff said. Cool new features - While Silverlight still has some catching up to do with Flash on some obvious features (like webcam / mic integration, or 3d / graphics acceleration), there are some slick new technologies built in to Silverlight - Deep Zoom is one example. I'm seeing more ""revolutionary"" technologies on the Silverlight side, while Flash seems to be in maintenance mode at this point."
21076,106.0,2008-08-21T20:27:05Z,21060,0,Not that I know of. This has been a plague of Windows versions for quite some time.
21101,234.0,2008-08-21T20:32:05Z,20850,1,"This is not directly an answer, but The thing is that to remove the disk you have to eject the volume and in this case do it for both volumes I have a similar situation. OSX remembers where you put your icons on the desktop - I've moved the icons for both of my removable drives to just above where the trash can lives. Eject procedure becomes Hit top-left of screen with mouse to show desktop Drag small box around both removable drives Drag 2cm onto trash so they both get ejected Remove firewire cable"
21106,2354.0,2008-08-21T20:33:18Z,20420,39,"You sound as if you're looking for three major things: code templates, refactoring tools, and auto-completion. The good news is that Xcode 3 and later come with superb auto-completion and template support.  By default, you have to explicitly request completion by hitting the escape key.  (This actually works in all NSTextView s; try it!)  If you want to have the completions appear automatically, you can go to Preferences -> Code Sense and set the pop-up to appear automatically after a few seconds.  You should find good completions for C and Objective-C code, and pretty good completions for C++. Xcode also has a solid template/skeleton system that you can use.  You can see what templates are available by default by going to Edit -> Insert Text Macro.  Of course, you don't want to insert text macros with the mouse; that defeats the point.  Instead, you have two options: Back in Preferences ,go to Key Bindings , and then, under Menu Key Bindings , assign a specific shortcut to macros you use often.  I personally don't bother doing this, but I know plenty of great Mac devs who do Use the CompletionPrefix .  By default, nearly all of the templates have a special prefix that, if you type and then hit the escape key, will result in the template being inserted.  You can use Control-/ to move between the completion fields. You can see a full list of Xcode's default macros and their associated CompletionPrefix es at Crooked Spin . You can also add your own macros, or modify the defaults.  To do so, edit the file /Developer/Library/Xcode/Specifications/{C,HTML}.xctxtmacro .  The syntax should be self-explanatory, if not terribly friendly. Unfortunately, if you're addicted to R#, you will be disappointed by your refactoring options.  Basic refactoring is provided within Xcode through the context menu or by hitting Shift-Apple-J.  From there, you can extract and rename methods, promote and demote them through the class hierarchy, and a few other common operations.  Unfortunately, neither Xcode nor any third-party utilities offer anything approaching Resharper, so on that front, you're currently out of luck.  Thankfully, Apple has already demonstrated versions of Xcode in the works that have vastly improved refactoring capabilities, so hopefully you won't have to wait too long before the situation starts to improve."
21155,1242.0,2008-08-21T20:52:56Z,21060,0,Actually Windows XP tries to avoid that. Of course some programs found a way to circumvented that. Microsoft Powertoy TweakUI has a way to turn the option on again in case it was turned off. You could also edit the registry yourself using the following information .
21287,1975282.0,2008-08-21T21:56:11Z,21280,2,"The point is that LINQ integrates your queries into your primary programming language, allowing your IDE to provide you with some facilities (Intellisense and debug support, for example) that you otherwise would not have, and to allow the compiler to type-check your SQL code (which is impossible with a normal string query)."
21292,1965.0,2008-08-21T21:59:00Z,21280,39,"LINQ is not about SQL. LINQ is about being apply functional programming paradigmns on objects. LINQ to SQL is an ORM built ontop of the LINQ foundation, but LINQ is much more. I don't use LINQ to SQL, yet I use LINQ all the time. Take the task of finding the intersection of two lists: Before LINQ, this tasks requires writing a nested foreach that iterates the small list once for every item in the big list O(N*M), and takes about 10 lines of code. foreach (int number in list1)
{
    foreach (int number2 in list2)
    {
        if (number2 == number)
        {
            returnList.add(number2);
        }
    }
} Using LINQ, it does the same thing in one line of code: var results = list1.Intersect(list2); You'll notice that doesn't look like LINQ, yet it is. You don't need to use the expression syntax if you don't want to."
21302,792.0,2008-08-21T22:02:01Z,19030,2,"I want to add a rule that checks for
  the presence of a folder.jpg file in
  each directory, but to add this would
  make the code substantially more messy
  in it's current state.. This doesn't look bad.  In fact your current code does it very nicely, and Sven mentioned a good way to do it as well: Get a list of all the files Check for ""required"" files You would just have have add to your dictionary a list of required files: checker = {
  ...
  'required': ['file', 'list', 'for_required']
} As far as there being a better/extensible way to do this?  I am not exactly sure.  I could only really think of a way to possibly drop the ""multiple"" regular expressions and build off of Sven's idea for using a delimiter.  So my strategy would be defining a dictionary as follows (and I'm sorry I don't know Python syntax and I'm a tad to lazy to look it up but it should make sense.  The /regex/ is shorthand for a regex): check_dict = {
  'delim'    : /\-/,
  'parts'    : [ 'Show Name', 'Episode Name', 'Episode Number' ],
  'patterns' : [/valid name/, /valid episode name/, /valid number/ ],
  'required' : ['list', 'of', 'files'],
  'ignored'  : ['.*', 'hidden.txt'],
  'start_dir': '/path/to/dir/to/test/'
} Split the filename based on the delimiter. Check each of the parts. Because its an ordered list you can determine what parts are missing and if a section doesn't match any pattern it is malformed.  Here the parts and patterns have a 1 to 1 ratio.  Two arrays instead of a dictionary enforces the order. Ignored and required files can be listed.  The . and .. files should probably be ignored automatically.  The user should be allowed to input ""globs"" which can be shell expanded.  I'm thinking here of svn:ignore properties, but globbing is natural for listing files. Here start_dir would be default to the current directory but if you wanted a single file to run automated testing of a bunch of directories this would be useful. The real loose end here is the path template and along the same lines what path is required for ""valid files"".  I really couldn't come up with a solid idea without writing one large regular expression and taking groups from it... to build a template.  It felt a lot like writing a TextMate language grammar.  But that starts to stray on the ease of use.  The real problem was that the path template was not composed of parts , which makes sense but adds complexity. Is this strategy in tune with what you were thinking of?"
21331,1538.0,2008-08-21T22:18:05Z,21280,5,"So the really, really big deal about LINQ has nothing to do with Linq to SQL. It's about the enhancements it brought to the C# language itself."
21418,332.0,2008-08-21T23:20:41Z,21280,5,"LINQ is not just an ORM system, as Jonathan pointed out it brings a lot of functional programming elements to C#. And it lets you do a lot of ""database-y"" things in regular C# code. It's difficult to explain just how incredibly powerful that can be. Consider how much having solid, well designed generic data structures (such as list, stack, dictionary/hash, etc.) included in common frameworks has improved the state of development in modern languages. Precisely because using these data structures is very common and reducing the intellectual overhead of using them is a huge benefit. LINQ doesn't do anything you can't do yourself, but it makes a lot of operations a lot more straightforward and a lot easier. Consider the time-honored example of removing duplicates from a non-ordered list. In a lower level language like C or C++ you'd probably have to sort the list and maintain two indices into the list as you removed dupes. In a language with hashes (Java, C#, Javascript, Perl, etc.) you could create a hash where the keys are the unique values, then extract the keys into a new list. With LINQ you could just do this: int[] data = { 0, 1, 3, 3, 7, 8, 0, 9, 2, 1 };

var uniqueData = data.GroupBy(i => i).Select(g => g.Key);"
21466,394.0,2008-08-21T23:54:07Z,21060,0,"It suppose to be a registry change that helps with this type of situations (mentioned in this Coding Horror post about the subject of ""focus stealing""). I try it, it doesn't work with all popups but helps with some of them, causing the offending application to flash in the taskbar instead of gain focus."
21515,2384.0,2008-08-22T00:29:17Z,21460,0,"Well, if it support Python, you might be able to run Django using a FastCGI setup, as described here: FastCGI Docs . If it supports mod_python (which I guess it's what you mean), then sure, you can install it using the steps listed here: ModPython docs"
21653,1117.0,2008-08-22T02:48:54Z,21640,18,"Request.Url will return you the Uri of the request.  Once you have that, you can retrieve pretty much anything you want.  To get the protocol, call the Scheme property. Sample: Uri url = Request.Url;
string protocol = url.Scheme; Hope this helps."
21882,122.0,2008-08-22T06:21:15Z,21870,2,"Take a look at memcached .  It is a really cool, fast and lightweight distributed caching system.  There are APIs for several of the most popular languages, including C#.  It may not serve well on the client side (unless of course the client is obtaining the cached data from a server of some kind), but if you abstract your usage of memcached to a specific interface, you could then implement the interface with another caching system."
21926,1109.0,2008-08-22T07:23:59Z,20910,30,"There's two questions here: Silverlight vs. Flash as platform and Silverlight vs. Flex as RIA framework. The first question depends on your timeframe. Flash Player has over 95% reach, Silverlight has no way near that. However, Silverlight may get there, it is after all backed by Microsoft. If you aim to launch a site next week and want a huge audience, Silverlight is not an option. If you aim to launch a really cool application that everyone would want to use it's a bit different, if your app is good enough your target audience may install Silverlight just to be able to run it. As for the second question its a matter of how easy it is to develop applications in Silverlight. Flex isn't just a set of widgets, it's a very big framework that does a lot of thing that ease the work of the developer. You could write the same applications using only the core Flash API, but it would be very much more work. Depending on what's available in Silverlight, this should be an important factor when deciding. If you can cut development time, is having two platforms worth it?"
21967,1630.0,2008-08-22T09:13:56Z,21560,3,"I finally got Multisampling working with my wxWidgets OpenGL program. It's a bit messy right now, but here's how: wxWidgets doesn't have Multisampling support in their stable releases right now (latest version at this time is 2.8.8 ). But, it's available as a patch and also through their daily snapshot. (The latter is heartening, since it means that the patch has been accepted and should appear in later stable releases if there are no issues.) So, there are 2 options: Download and build from their daily snapshot . Get the patch for your working wxWidgets installation. I found the 2nd option to be less cumbersome, since I don't want to disturb my working installation as much as possible. If you don't know how to patch on Windows, see this . At the very least, for Windows, the patch will modify the following files: $(WX_WIDGETS_ROOT)/include/wx/glcanvas.h
$(WX_WIDGETS_ROOT)/include/wx/msw/glcanvas.h
$(WX_WIDGETS_ROOT)/src/msw/glcanvas.cpp After patching, recompile the wxWidgets libraries. To enable multisampling in your wxWidgets OpenGL program, minor changes to the code are required. An attribute list needs to be passed to the wxGLCanvas constructor: int attribList[] = {WX_GL_RGBA,
                    WX_GL_DOUBLEBUFFER,
                    WX_GL_SAMPLE_BUFFERS, GL_TRUE, // Multi-sampling
                    WX_GL_DEPTH_SIZE, 16,
                    0, 0}; If you were already using an attribute list, then add the line with GL_SAMPLE_BUFFERS, GL_TRUE to it. Else, add this attribute list definition to your code. Then modify your wxGLCanvas constructor to take this attribute list as a parameter: myGLFrame::myGLFrame    // Derived from wxGLCanvas
(
    wxWindow *parent,
    wxWindowID id,
    const wxPoint& pos,
    const wxSize& size,
    long style,
    const wxString& name
)
: wxGLCanvas(parent, (wxGLCanvas*) NULL, id, pos, size, style, name, attribList)
{
    // ...
} After the wxGLCanvas element is created, multisampling is turned on by default. To disable or enable it at will, use the related OpenGL calls: glEnable(GL_MULTISAMPLE);
glDisable(GL_MULTISAMPLE); Multisampling should now work with the wxWidgets OpenGL program. Hopefully, it should be supported in the stable release of wxWidgets soon, making this information irrelevant :-)"
21983,1738.0,2008-08-22T09:37:44Z,21870,3,"Bear in mind that the EntLib documentation specifically steers you towards the ASP.NET cache for ASP.NET applications. That's probably the strongest recommendation towards using it here. Plus the EntLib cache doesn't have dependencies, which for me is a big reason not to use it. I don't think there's a technical limitation as such on shipping System.Web as part of your app, though it's slightly odd that they've put that notice in on the .NET 3.5 page. Hanselman actually says he started out being creeped out by this notion, but became convinced. Also if you read the comments, he says that the block has too many moving parts and the ASP.NET Cache is much more lightweght. I think this is exactly the kind of problem that Velocity is going to solve, but that's only a preview for now :-( I'd say use Web.Caching and see how you get on. If you put some kind of abstraction layer over the top of it, you've always got the option to swap it out for the EntLib block later on if you find problems."
22013,1908.0,2008-08-22T10:08:45Z,22000,3,"I know this might sound bad, but you need to ensure there is no whitespace between then end of you <img> tag and the start of the end </td> tag. i.e. The following will present the problem: <td>
 <img src=""image.jpg""/>
</td> And this will not: <td><img src=""image.jpg""/></td> Hope that helps. Edit: OK, that wasn't the solution at all. doh!"
22016,968.0,2008-08-22T10:09:20Z,22000,1,"I haven't looked up the whole thing, but the problem lies somewhere in the style sheets. If you copy out only the table part of it, it is displaying the map correctly. If you remove the final </span> tag from this part, it is also working (however the page gets mixed): <div class=""inner""><span class=""corners-top""><span></span></span>
<div class=""content"" style=""font-size: 1.1em;"">

<!-- Stackoverflow findy thingy -->
<table border=""0"" cellspacing=""0"" cellpadding=""0""> So either try from the beginning with the css or try to remove one-by-one them, to see, which is causing the problem."
22025,2434.0,2008-08-22T10:14:24Z,22000,16,I think you need to use display: block on your images. When images are inline there's a little extra space for the line spacing.
22068,383.0,2008-08-22T11:03:36Z,22000,4,"You could also adjust the line height of the td element: td {
    line-height: 0
}"
22210,2257.0,2008-08-22T12:34:20Z,22140,1,"I think the way to do(get around) this problem is to develop a ""./configure && make"" script that your client uses to install, specify and compile the binaries. That would offcourse require that the client has all the source-code installed on his server or you can make it available on an NFS share."
22213,2313.0,2008-08-22T12:36:40Z,10300,0,"There is Castle.Components.Validator module in Castle project. It's very agile and powerfull. It generates validation rules based on model attributes (or any other source) and even able to generate JS validation using jQuery, Prototype Validation, fValidate and other.
Of course it's wise to abstract validator away behind IValidationEngine interface."
22361,4367.0,2008-08-22T13:35:39Z,21640,101,"The following (C#) code should do the trick Uri uri = new Uri(""http://www.mywebsite.com:80/pages/page1.aspx"");
string requested = uri.Scheme + Uri.SchemeDelimiter + uri.Host + "":"" + uri.Port;"
22504,2131.0,2008-08-22T14:31:19Z,22500,1,"The biggest single difference, I think, is function prototyping and the syntax for describing the types of function arguments."
22516,2132.0,2008-08-22T14:35:12Z,22500,8,"There are some minor differences, but I think later editions of K&R are for ANSI C, so there's no real difference anymore. ""C Classic"" for lack of a better terms had a slightly different way of defining functions, i.e. int f( p, q, r )  
int p, float q, double r;  
{  
    // Code goes here  
} I believe the other difference was function prototypes. Prototypes didn't have to - in fact they couldn't - take a list of arguments or types. In ANSI C they do."
22547,1412.0,2008-08-22T14:48:18Z,22500,25,"There may be some confusion here about what ""K&R C"" is. The term refers to the language as documented in the first edition of ""The C Programming Language."" Roughly speaking: the input language of the Bell Labs C compiler circa 1978. Kernighan and Ritchie were involved in the ANSI standardization process. The ""ANSI C"" dialect superceded ""K&R C"" and subsequent editions of ""The C Programming Language"" adopt the ANSI conventions. ""K&R C"" is a ""dead language,"" except to the extent that some compilers still accept legacy code."
22579,1293.0,2008-08-22T14:56:16Z,22570,4,"where
year(date1) = year(date2)
and month(date1) = month(date2)
and day(date1) = day(date2)"
22592,,2008-08-22T15:02:46Z,22570,34,"This is much more concise: where 
  datediff(day, date1, date2) = 0"
22593,2272.0,2008-08-22T15:03:07Z,22590,1,"In our scenario, we have a separate file server that both of our front end app servers write to, that way you either server has access to the same sets of files."
22596,1908.0,2008-08-22T15:04:40Z,22590,0,"The best solution for this is usually to provide the shared area on some form of SAN, which will be accessible from all servers and contain failover. This also has the benefit that you don't have to provide sticky load balancing, the upload can be handled by one server, and the edit by another."
22600,794.0,2008-08-22T15:06:59Z,22570,1,"this will remove time component from a date for you: select dateadd(d, datediff(d, 0, current_timestamp), 0)"
22640,2199.0,2008-08-22T15:16:00Z,22570,10,"You pretty much have to keep the left side of your where clause clean. So, normally, you'd do something like: WHERE MyDateTime >= @activityDateMidnight 
      AND MyDateTime < (@activityDateMidnight + 1) (Some folks prefer DATEADD(d, 1, @activityDateMidnight) instead - but it's the same thing). The TimeZone table complicates matter a bit though. It's a little unclear from your snippet, but it looks like t.TheDateInTable is in GMT with a Time Zone identifier, and that you're then adding the offset to compare against @activityDateMidnight - which is in local time. I'm not sure what ds.LocalTimeZone is, though. If that's the case, then you need to get @activityDateMidnight into GMT instead."
22641,1432.0,2008-08-22T15:16:24Z,22590,0,A shared SAN with failover is a great solution with a great (high) cost.  Are there any similar solutions with failover at a reasonable cost?  Perhaps something like DRBD for windows? The problem with a simple shared filesystem is the lack of redundancy (what if the fileserver goes down)?
22653,1875.0,2008-08-22T15:20:19Z,22590,1,"At a former job we had a cluster of web servers with an F5 load balancer in front of them.  We had a very similar problem in that our applications allowed users to upload content which might include photo's and such.  These were legacy applications and we did not want to edit them to use a database and a SAN solution was too expensive for our situation. We ended up using a file replication service on the two clustered servers. This ran as a service on both machines using an account that had network access to paths on the opposite server.  When a file was uploaded, this backend service sync'd the data in the file system folders making it available to be served from either web server. Two of the products we reviewed were ViceVersa and PeerSync .  I think we ended up using PeerSync."
22655,740.0,2008-08-22T15:21:21Z,22570,3,Make sure to read Only In A Database Can You Get 1000% + Improvement By Changing A Few Lines Of Code so that you are sure that the optimizer can utilize the index effectively when messing with dates
22656,1349.0,2008-08-22T15:22:51Z,22570,0,"You're spoilt for choice in terms of options here. If you are using Sybase or SQL Server 2008 you can create variables of type date and assign them your datetime values. The database engine gets rid of the time for you. Here's a quick and dirty test to illustrate (Code is in Sybase dialect): declare @date1 date
declare @date2 date
set @date1='2008-1-1 10:00'
set @date2='2008-1-1 22:00'
if @date1=@date2
    print 'Equal'
else
    print 'Not equal' For SQL 2005 and earlier what you can do is convert the date to a varchar in a format that does not have the time component. For instance the following returns 2008.08.22 select convert(varchar,'2008-08-22 18:11:14.133',102) The 102 part specifies the formatting (Books online can list for you all the available formats) So, what you can do is write a function that takes a datetime and extracts the date element and discards the time. Like so: create function MakeDate (@InputDate datetime) returns datetime as
begin
    return cast(convert(varchar,@InputDate,102) as datetime);
end You can then use the function for companions Select * from Orders where dbo.MakeDate(OrderDate) = dbo.MakeDate(DeliveryDate)"
22662,225.0,2008-08-22T15:27:02Z,22570,0,"I would use the dayofyear function of datepart: Select *
from mytable
where datepart(dy,date1) = datepart(dy,date2)
and
year(date1) = year(date2) --assuming you want the same year too See the datepart reference here ."
22670,1453.0,2008-08-22T15:31:35Z,22570,0,"Regarding timezones, yet one more reason to store all dates in a single timezone (preferably UTC). Anyway, I think the answers using datediff, datepart and the different built-in date functions are your best bet."
22802,2199.0,2008-08-22T16:33:13Z,22570,2,"Eric Z Beard: I do store all dates in GMT. Here's the use case: something happened at 11:00 PM EST on the 1st, which is the 2nd GMT. I want to see activity for the 1st, and I am in EST so I will want to see the 11PM activity. If I just compared raw GMT datetimes, I would miss things. Each row in the report can represent an activity from a different time zone. Right, but when you say you're interested in activity for Jan 1st 2008 EST: SELECT @activityDateMidnight = '1/1/2008', @activityDateTZ = 'EST' you just need to convert that to GMT (I'm ignoring the complication of querying for the day before EST goes to EDT, or vice versa): Table: TimeZone
Fields: TimeZone, Offset
Values: EST, -4

--Multiply by -1, since we're converting EST to GMT.
--Offsets are to go from GMT to EST.
SELECT @activityGmtBegin = DATEADD(hh, Offset * -1, @activityDateMidnight)
FROM TimeZone
WHERE TimeZone = @activityDateTZ which should give you '1/1/2008 4:00 AM'. Then, you can just search in GMT: SELECT * FROM EventTable
WHERE 
   EventTime >= @activityGmtBegin --1/1/2008 4:00 AM
   AND EventTime < (@activityGmtBegin + 1) --1/2/2008 4:00 AM The event in question is stored with a GMT EventTime of 1/2/2008 3:00 AM. You don't even need the TimeZone in the EventTable (for this purpose, at least). Since EventTime is not in a function, this is a straight index scan - which should be pretty efficient. Make EventTime your clustered index, and it'll fly. ;) Personally, I'd have the app convert the search time into GMT before running the query."
22803,1190.0,2008-08-22T16:33:13Z,22720,0,Set a short timeout? Does isOutputShutdown() not get you what you want? You could always build a SocketWatcher class that spins up in its own Thread and repeatedly tries to write empty strings to the Socket until that raises a SocketClosedException .
22812,1453.0,2008-08-22T16:37:59Z,22570,0,"@Eric: No you won't miss anything. If you want to see what happened at 11pm EST, you look for things that happened at the corresponding time in GMT. If all the records are converted into GMT before saving, it shouldn't matter. So long as you convert the requested time (i.e. 11pm) to GMT before using it in the query."
22835,,2008-08-22T16:47:52Z,22340,1,"In most firewall setups, the TCP connection will be torn down by the firewall if it is idle to conserve resources. The idle timeout is probably not something you can control. Some will tear them down if they are idle and a resource limit is being hit. Most corp environments won't allow any machines to make an outbound TCP connection anyway. Also, using this mechanism means you are going to have scaling problems. I think more reliable solution is to queue up information and have your clients poll for them regularly. Utilize caching if possible such that a subsequent client poll will get the cached data from the customers proxy cache, if they are using one. If you have to push data in a timely manner, in sub-second land (i.e. financial services), then consider some messaging infrastructure such an NServiceBus distributor on client side, but that will require a customer install... So have you tried using Toredo? Having read that it would appear there it is prob too complicated for a user to setup."
22887,2148.0,2008-08-22T17:04:53Z,22880,-1,To reduce the risk you can also associate the originating IP with the session. That way an attacker has to be within the same private network to be able to use the session. Checking referer headers can also be an option but those are more easily spoofed.
22913,2527.0,2008-08-22T17:11:46Z,22880,79,"Encrypting the session value will have zero effect. The session cookie is already an arbitrary value, encrypting it will just generate another arbitrary value that can be sniffed. The only real solution is HTTPS. If you don't want to do SSL on your whole site (maybe you have performance concerns), you might be able to get away with only SSL protecting the sensitive areas. To do that, first make sure your login page is HTTPS. When a user logs in, set a secure cookie (meaning the browser will only transmit it over an SSL link) in addition to the regular session cookie. Then, when a user visits one of your ""sensitive"" areas, redirect them to HTTPS, and check for the presence of that secure cookie. A real user will have it, a session hijacker will not. EDIT : This answer was originally written in 2008. It's 2016 now, and there's no reason not to have SSL across your entire site. No more plaintext HTTP!"
23137,2178.0,2008-08-22T18:33:33Z,22980,10,"The following will work <%= Post.find_unread_by(current_user).size %> or <%= Post.find_unread_by(current_user).length %> However if you check your development.log you should see that it gets the unread count by Retrieving all the posts Retrieving all the posts read by the user Removing all of 2. from 1. in ruby This will be very bad performance wise with lots of posts. A better way would be to retrieve the posts read by the current user and then use ActiveRecord::Calculations to get a count without retrieving all the posts in the database Post.count(:conditions => [ ""id NOT IN (?)"", Post.find_read_by(current_user)]) This should go into your Post model to follow best practices of not having finders in the view  or controller Post.rb def self.unread_post_count_for_user(user)
  count(:conditions => [ ""id NOT IN (?)"", Post.find_read_by(user)])
end Then your view will just be <%= Post.unread_post_count_for_user(current-user) %>"
23196,1968.0,2008-08-22T18:58:07Z,23190,0,"Actually, by colllapsing the colums you already summed them, so the dimension doesn't matter at all for your example. Did I miss something or did you?"
23210,832.0,2008-08-22T19:04:34Z,23190,0,"I think the best thing to do here would be one/both of two things: Rethink the design, if its too complex, find a less-complex way. Stop trying to visualise it.. :P Just store the dimensions in question that you need to sum, then do them one at a time. Once you have the base code, then look at improving the efficiency of your algorithm."
23225,832.0,2008-08-22T19:13:10Z,23190,0,"I beg to differ, there is ALWAYS another way.. And if you really cannot refactor, then you need to break the problem down into smaller parts.. Like I said, establish which dimensions you need to sum, then hit them one at a time.. Also, stop changing the edits, they are correcting your spelling errors, they are trying to help you ;)"
23226,1799.0,2008-08-22T19:13:50Z,23190,0,"When you say you don't know how many dimensions there are, how exactly are you defining the data structures? At some point, someone needs to create this array, and to do that, they need to know the dimensions of the array. You can force the creator to pass in this data along with the array. Unless the question is to define such a data structure..."
23257,572.0,2008-08-22T19:22:48Z,23250,23,"I use it every time I refer to an instance variable, even if I don't need to. I think it makes the code more clear."
23258,1975282.0,2008-08-22T19:23:02Z,23250,4,"I use it anywhere there might be ambiguity (obviously). Not just compiler ambiguity (it would be required in that case), but also ambiguity for someone looking at the code."
23259,1075.0,2008-08-22T19:23:16Z,23250,1,I tend to underscore fields with _ so don't really ever need to use this. Also R# tends to refactor them away anyway...
23260,1782.0,2008-08-22T19:23:34Z,23250,2,"You should always use it, I use it to diferantiate private fields and parameters (because our naming conventions state that we don't use prefixes for member and parameter names (and they are based on information found on the internet, so I consider that a best practice))"
23264,1595.0,2008-08-22T19:26:06Z,23250,87,"I only use it when absolutely necessary, ie, when another variable is shadowing another.  Such as here: class Vector3
{
    float x;
    float y;
    float z;

    public Vector3(float x, float y, float z)
    {
        this.x = x;
        this.y = y;
        this.z = z;
    }

} Or as Ryan Fox points out, when you need to pass this as a parameter."
23267,55.0,2008-08-22T19:26:37Z,23250,11,"Any time you need a reference to the current object. One particularly handy scenario is when your object is calling a function and wants to pass itself into it. Example: void onChange()
{
    screen.draw(this);
}"
23275,157.0,2008-08-22T19:29:03Z,23190,0,"You're doing this in c/c++... so you have an array of array of array... you don't have to visualize 20 dimensions since that isn't how the data is laid out in memory, for a 2 dimensional: [1] --> [1,2,3,4,5,6,...]
[2] --> [1,2,3,4,5,6,...]
[3] --> [1,2,3,4,5,6,...]
[4] --> [1,2,3,4,5,6,...]
[5] --> [1,2,3,4,5,6,...]
 .           .
 .           .
 .           . so, why can't you iterate across the first one summing it's contents? If you are trying to find the size, then sizeof(array)/sizeof(int) is a risky approach. You must know the dimension to be able to process this data, and set the memory up, so you know the depth of recursion to sum. Here is some pseudo code of what it seems you should do, sum( n_matrix, depth )
  running_total = 0
  if depth = 0 then
    foreach element in the array
      running_total += elm
  else 
     foreach element in the array
       running_total += sum( elm , depth-1 )
  return running_total"
23276,1975282.0,2008-08-22T19:29:29Z,23270,-2,"Not sure what the confusion is. Sites on your intranet are in the intranet zone, web sites are in the internet zone, and sites on your computer are in the local zone, unless you've specifically overridden something in the browser's preferences."
